name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-14531,NO,326,167,159,0.952,-0.1,8.0e-01,1.0e+00,0.9654,3791,121,236,144,162,142,173
GENE-393,NO,1086,534,552,1.033,0,8.0e-01,1.0e+00,0.9654,3792,500,503,599,541,458,657
GENE-9522,NO,316,155.3,160.7,1.031,0,8.0e-01,1.0e+00,0.9654,3793,147,151,168,158,138,186
GENE-12589,NO,2135.3,1051.7,1083.7,1.031,0,8.0e-01,1.0e+00,0.9654,3794,1233,1021,901,1187,1001,1063
GENE-12260,NO,33.3,17,16.3,0.954,-0.1,8.0e-01,1.0e+00,0.9654,3795,14,18,19,14,20,15
GENE-14933,NO,201.3,98.7,102.7,1.037,0.1,8.0e-01,1.0e+00,0.9654,3796,86,91,119,118,93,97
GENE-8488,NO,3841.3,1993.7,1847.7,0.927,-0.1,8.0e-01,1.0e+00,0.9654,3797,2021,3033,927,1455,1701,2387
GENE-10523,NO,50,27.3,22.7,0.824,-0.3,8.0e-01,1.0e+00,0.9654,3798,55,4,23,11,54,3
GENE-5170,NO,673,341.3,331.7,0.971,0,8.0e-01,1.0e+00,0.9654,3799,309,352,363,352,282,361
GENE-14577,NO,501.7,247.3,254.3,1.029,0,8.0e-01,1.0e+00,0.9654,3800,270,220,252,246,286,231
GENE-19466,NO,55.3,28.7,26.7,0.924,-0.1,8.0e-01,1.0e+00,0.9654,3801,39,17,30,38,28,14
GENE-11148,NO,740,393,347,0.884,-0.2,8.0e-01,1.0e+00,0.9654,3802,189,690,300,230,136,675
GENE-3125,NO,43.7,22.3,21.3,0.948,-0.1,8.0e-01,1.0e+00,0.9654,3803,17,30,20,18,26,20
GENE-12280,NO,154,78.7,75.3,0.954,-0.1,8.0e-01,1.0e+00,0.9654,3804,63,105,68,88,61,77
GENE-16445,NO,43.3,22.3,21,0.934,-0.1,8.0e-01,1.0e+00,0.9654,3805,31,18,18,25,12,26
GENE-6347,NO,275,134.3,140.7,1.047,0.1,8.0e-01,1.0e+00,0.9654,3805,178,124,101,170,119,133
GENE-6321,NO,38.7,18.3,20.3,1.101,0.1,8.0e-01,1.0e+00,0.9654,3806,31,15,9,10,24,27
GENE-7220,NO,89.3,45.3,44,0.964,-0.1,8.0e-01,1.0e+00,0.9654,3807,45,47,44,37,41,54
GENE-14252,NO,215,109,106,0.971,0,8.0e-01,1.0e+00,0.9654,3808,104,110,113,116,110,92
GENE-8376,NO,160,81.7,78.3,0.953,-0.1,8.0e-01,1.0e+00,0.9654,3809,94,63,88,99,55,81
GENE-17358,NO,214,101.3,112.7,1.109,0.1,8.0e-01,1.0e+00,0.9654,3810,73,184,47,110,171,57
GENE-9151,NO,207.3,105.3,102,0.967,0,8.0e-01,1.0e+00,0.9654,3811,95,116,105,86,119,101
GENE-7227,NO,25,12,13,1.075,0.1,8.0e-01,1.0e+00,0.9654,3812,9,9,18,9,12,18
GENE-8098,NO,294.7,149.3,145.3,0.973,0,8.0e-01,1.0e+00,0.9654,3813,143,158,147,164,137,135
GENE-6112,NO,199,101.7,97.3,0.954,-0.1,8.0e-01,1.0e+00,0.9654,3814,117,102,86,84,74,134
GENE-11819,NO,260.3,131.7,128.7,0.975,0,8.0e-01,1.0e+00,0.9654,3815,129,133,133,124,137,125
GENE-13578,NO,47.3,24,23.3,0.965,-0.1,8.0e-01,1.0e+00,0.9654,3816,24,24,24,23,26,21
GENE-18220,NO,531.3,284,247.3,0.87,-0.2,8.0e-01,1.0e+00,0.9654,3817,450,69,333,228,75,439
GENE-11299,NO,2903,1421.3,1481.7,1.042,0.1,8.0e-01,1.0e+00,0.9654,3818,1343,1327,1594,1019,1594,1832
GENE-19092,NO,63.3,30.7,32.7,1.057,0.1,8.0e-01,1.0e+00,0.9654,3819,35,30,27,25,48,25
GENE-5103,NO,316.7,155.3,161.3,1.038,0.1,8.0e-01,1.0e+00,0.9654,3820,151,134,181,197,154,133
GENE-5207,NO,543,268.3,274.7,1.025,0,8.0e-01,1.0e+00,0.9654,3821,281,250,274,253,280,291
GENE-481,NO,140.7,71.7,69,0.96,-0.1,8.0e-01,1.0e+00,0.9654,3822,51,84,80,65,67,75
GENE-1588,NO,207,105,102,0.967,0,8.0e-01,1.0e+00,0.9654,3823,97,108,110,122,99,85
GENE-15884,NO,27,14,13,0.923,-0.1,8.0e-01,1.0e+00,0.9654,3824,19,8,15,7,13,19
GENE-4239,NO,494.7,242.3,252.3,1.043,0.1,8.0e-01,1.0e+00,0.9654,3825,229,249,249,198,348,211
GENE-16570,NO,3581,1810.7,1770.3,0.978,0,8.0e-01,1.0e+00,0.9654,3826,1857,1873,1702,1826,1668,1817
GENE-2869,NO,26.7,13.7,13,0.945,-0.1,8.0e-01,1.0e+00,0.9654,3827,14,11,16,10,11,18
GENE-7445,NO,2739.7,1390,1349.7,0.971,0,8.1e-01,1.0e+00,0.9654,3828,1457,1576,1137,1418,1408,1223
GENE-3232,NO,35.7,17,18.7,1.089,0.1,8.1e-01,1.0e+00,0.9654,3829,12,17,22,12,33,11
GENE-15571,NO,957.7,486,471.7,0.97,0,8.1e-01,1.0e+00,0.9654,3830,582,408,468,447,454,514
GENE-6301,NO,4721,2397.7,2323.3,0.969,0,8.1e-01,1.0e+00,0.9654,3831,2523,2809,1861,2234,2395,2341
GENE-16488,YES,339.3,171.7,167.7,0.975,0,8.1e-01,1.0e+00,0.9654,3832,156,180,179,171,164,168
GENE-16329,NO,4461.3,2281.3,2180,0.956,-0.1,8.1e-01,1.0e+00,0.9654,3832,1993,2372,2479,2784,1405,2351
GENE-5005,NO,440.3,215.7,224.7,1.043,0.1,8.1e-01,1.0e+00,0.9654,3833,255,194,198,182,302,190
GENE-7179,NO,971,492.3,478.7,0.972,0,8.1e-01,1.0e+00,0.9654,3834,533,482,462,512,522,402
GENE-7676,NO,3276.3,1588,1688.3,1.063,0.1,8.1e-01,1.0e+00,0.9654,3835,1452,2448,864,1699,1791,1575
GENE-14467,NO,7989.7,3951.7,4038,1.022,0,8.1e-01,1.0e+00,0.9654,3836,3777,4111,3967,4121,3853,4140
GENE-2808,NO,143.3,69.7,73.7,1.05,0.1,8.1e-01,1.0e+00,0.9654,3837,70,46,93,85,63,73
GENE-5411,NO,73.7,36,37.7,1.039,0.1,8.1e-01,1.0e+00,0.9654,3838,37,29,42,42,38,33
GENE-940,NO,545.3,276.7,268.7,0.972,0,8.1e-01,1.0e+00,0.9654,3839,307,236,287,267,290,249
GENE-10018,NO,35,18,17,0.938,-0.1,8.1e-01,1.0e+00,0.9654,3840,21,20,13,25,15,11
GENE-4133,NO,70.7,36.3,34.3,0.938,-0.1,8.1e-01,1.0e+00,0.9654,3841,29,38,42,21,29,53
GENE-16269,NO,192.3,94.7,97.7,1.028,0,8.1e-01,1.0e+00,0.9654,3842,92,86,106,99,97,97
GENE-14328,NO,569,278,291,1.047,0.1,8.1e-01,1.0e+00,0.9654,3843,227,295,312,396,211,266
GENE-5410,NO,392,206,186,0.9,-0.2,8.1e-01,1.0e+00,0.9654,3844,172,70,376,124,291,143
GENE-17151,NO,89,45,44,0.971,0,8.1e-01,1.0e+00,0.9664,3849,45,42,48,46,45,41
GENE-16405,NO,889,453.3,435.7,0.961,-0.1,8.1e-01,1.0e+00,0.9665,3851,407,476,477,320,416,571
GENE-17808,NO,96.7,49.7,47,0.939,-0.1,8.1e-01,1.0e+00,0.9665,3851,38,48,63,26,65,50
GENE-11066,NO,7725,3915.7,3809.3,0.973,0,8.1e-01,1.0e+00,0.9665,3852,3736,3661,4350,4431,3603,3394
GENE-16801,NO,6900,3491.3,3408.7,0.976,0,8.1e-01,1.0e+00,0.9665,3853,3743,3473,3258,3068,3511,3647
GENE-8362,NO,244.7,120.7,124,1.026,0,8.1e-01,1.0e+00,0.9665,3854,127,117,118,135,117,120
GENE-12459,NO,118.3,60,58.3,0.965,-0.1,8.1e-01,1.0e+00,0.9665,3855,55,69,56,48,69,58
GENE-6706,NO,21,11,10,0.903,-0.1,8.1e-01,1.0e+00,0.9665,3856,10,17,6,15,12,3
GENE-12654,NO,311.7,153.7,158,1.028,0,8.1e-01,1.0e+00,0.9665,3857,157,135,169,164,145,165
GENE-10007,NO,144,73.3,70.7,0.957,-0.1,8.1e-01,1.0e+00,0.9665,3858,93,52,75,79,58,75
GENE-11820,NO,4097.7,2075.7,2022,0.974,0,8.1e-01,1.0e+00,0.9665,3859,2269,2188,1770,1857,2072,2137
GENE-11479,NO,1184,577.7,606.3,1.05,0.1,8.1e-01,1.0e+00,0.9665,3860,675,669,389,789,474,556
GENE-15843,NO,1346.7,644.3,702.3,1.09,0.1,8.1e-01,1.0e+00,0.9665,3861,327,735,871,298,819,990
GENE-19324,NO,366,180.3,185.7,1.03,0,8.1e-01,1.0e+00,0.9665,3862,211,174,156,171,200,186
GENE-19643,NO,69.3,33.3,36,1.072,0.1,8.1e-01,1.0e+00,0.9665,3863,40,37,23,27,23,58
GENE-14540,NO,1414.7,699,715.7,1.023,0,8.1e-01,1.0e+00,0.9667,3865,633,771,693,704,719,724
GENE-1437,NO,143,70.3,72.7,1.03,0,8.1e-01,1.0e+00,0.9667,3866,69,80,62,79,72,67
GENE-10833,NO,223,113,110,0.972,0,8.1e-01,1.0e+00,0.9667,3867,124,104,111,97,119,114
GENE-1523,NO,64.7,31.7,33,1.035,0,8.1e-01,1.0e+00,0.9674,3871,37,29,29,36,31,32
GENE-10362,NO,1273.7,645.3,628.3,0.973,0,8.1e-01,1.0e+00,0.9674,3872,632,601,703,731,615,539
GENE-2500,NO,2388.7,1209.3,1179.3,0.975,0,8.1e-01,1.0e+00,0.9674,3873,1362,1164,1102,1060,1212,1266
GENE-11767,NO,202.3,98,104.3,1.063,0.1,8.1e-01,1.0e+00,0.9677,3875,79,158,57,109,100,104
GENE-12206,NO,2476,1223,1253,1.024,0,8.1e-01,1.0e+00,0.968,3877,1150,1341,1178,1333,1304,1122
GENE-14312,NO,5116.3,2346.3,2770,1.18,0.2,8.1e-01,1.0e+00,0.968,3878,2294,1042,3703,2975,181,5154
GENE-19771,NO,2175,1102.3,1072.7,0.973,0,8.1e-01,1.0e+00,0.9682,3880,1185,1196,926,1189,1030,999
GENE-14119,NO,166,85,81,0.95,-0.1,8.2e-01,1.0e+00,0.9682,3880,69,111,75,66,62,115
GENE-16271,NO,99.7,50.7,49,0.96,-0.1,8.2e-01,1.0e+00,0.9682,3881,59,44,49,51,60,36
GENE-3707,NO,117,59.7,57.3,0.954,-0.1,8.2e-01,1.0e+00,0.9682,3882,52,51,76,47,78,47
GENE-19316,NO,181.7,92,89.7,0.971,0,8.2e-01,1.0e+00,0.9682,3883,91,80,105,82,92,95
GENE-19051,NO,2055,991,1064,1.073,0.1,8.2e-01,1.0e+00,0.9682,3884,1530,941,502,1499,787,906
GENE-7662,NO,2704.3,1330.7,1373.7,1.032,0,8.2e-01,1.0e+00,0.9682,3885,1686,1161,1145,1437,1246,1438
GENE-17285,NO,20.7,10.7,10,0.932,-0.1,8.2e-01,1.0e+00,0.9682,3886,12,7,13,13,12,5
GENE-14680,NO,28.7,14.7,14,0.948,-0.1,8.2e-01,1.0e+00,0.9682,3887,17,12,15,18,15,9
GENE-11144,NO,1364.7,694.3,670.3,0.965,-0.1,8.2e-01,1.0e+00,0.9686,3890,616,777,690,726,483,802
GENE-11139,NO,357.3,175.7,181.7,1.032,0,8.2e-01,1.0e+00,0.9686,3891,152,171,204,217,158,170
GENE-18130,NO,25.7,12.3,13.3,1.073,0.1,8.2e-01,1.0e+00,0.9686,3892,17,8,12,7,17,16
GENE-6135,NO,2710.3,1338,1372.3,1.025,0,8.2e-01,1.0e+00,0.9686,3893,1281,1231,1502,1416,1211,1490
GENE-19505,NO,157.3,81,76.3,0.94,-0.1,8.2e-01,1.0e+00,0.9686,3894,57,87,99,48,62,119
GENE-776,NO,534,263,271,1.032,0,8.2e-01,1.0e+00,0.9686,3895,260,253,276,259,216,338
GENE-2841,NO,319.3,157.3,162,1.029,0,8.2e-01,1.0e+00,0.9686,3896,145,162,165,168,134,184
GENE-11015,NO,38,20,18,0.894,-0.2,8.2e-01,1.0e+00,0.9686,3897,16,35,9,31,5,18
GENE-12049,NO,22.7,11.7,11,0.936,-0.1,8.2e-01,1.0e+00,0.9686,3898,7,16,12,14,12,7
GENE-4075,NO,2364.7,1159.3,1205.3,1.04,0.1,8.2e-01,1.0e+00,0.9686,3899,1090,1024,1364,1181,877,1558
GENE-11209,NO,3157,1598.7,1558.3,0.975,0,8.2e-01,1.0e+00,0.9686,3900,1454,1496,1846,1685,1397,1593
GENE-7707,NO,90,46,44,0.949,-0.1,8.2e-01,1.0e+00,0.9686,3900,53,50,35,41,62,29
GENE-9296,NO,260,128,132,1.029,0,8.2e-01,1.0e+00,0.9686,3901,127,120,137,158,120,118
GENE-10133,NO,406.7,206,200.7,0.974,0,8.2e-01,1.0e+00,0.9686,3902,206,208,204,238,175,189
GENE-16822,NO,24492.3,12069.3,12423,1.029,0,8.2e-01,1.0e+00,0.9686,3903,10963,14769,10476,11855,13817,11597
GENE-10526,NO,711.3,359.7,351.7,0.979,0,8.2e-01,1.0e+00,0.9686,3904,373,370,336,367,352,336
GENE-1241,NO,291,158.7,132.3,0.833,-0.3,8.2e-01,1.0e+00,0.9686,3905,57,9,410,140,204,53
GENE-7390,NO,480.7,237.7,243,1.024,0,8.2e-01,1.0e+00,0.9686,3906,254,223,236,247,221,261
GENE-4106,NO,350.3,181,169.3,0.933,-0.1,8.2e-01,1.0e+00,0.9686,3907,121,234,188,83,257,168
GENE-9547,NO,222,112.7,109.3,0.97,0,8.2e-01,1.0e+00,0.9686,3908,127,92,119,103,100,125
GENE-160,NO,1172.7,592.3,580.3,0.98,0,8.2e-01,1.0e+00,0.9686,3909,601,570,606,602,556,583
GENE-16108,NO,207,104.7,102.3,0.974,0,8.2e-01,1.0e+00,0.9686,3910,99,117,98,112,92,103
GENE-880,NO,168,82.7,85.3,1.029,0,8.2e-01,1.0e+00,0.9686,3911,70,93,85,80,84,92
GENE-3654,NO,519.3,255.3,264,1.036,0.1,8.2e-01,1.0e+00,0.9687,3913,295,229,242,296,303,193
GENE-970,NO,197.3,100.3,97,0.963,-0.1,8.2e-01,1.0e+00,0.9692,3915,116,102,83,125,80,86
GENE-5915,NO,89,43.3,45.7,1.046,0.1,8.2e-01,1.0e+00,0.9694,3917,44,33,53,36,61,40
GENE-11749,NO,2322,1144.7,1177.3,1.029,0,8.2e-01,1.0e+00,0.9694,3918,1416,968,1050,1204,1192,1136
GENE-12400,NO,259.7,131.7,128,0.97,0,8.2e-01,1.0e+00,0.9694,3919,121,149,125,122,108,154
GENE-9401,NO,49.3,25,24.3,0.966,0,8.2e-01,1.0e+00,0.9694,3920,25,26,24,20,25,28
GENE-11290,NO,31,16,15,0.931,-0.1,8.2e-01,1.0e+00,0.9694,3921,14,19,15,11,26,8
GENE-19308,NO,141.7,72.3,69.3,0.956,-0.1,8.2e-01,1.0e+00,0.9696,3923,67,77,73,83,42,83
GENE-323,NO,611,302.3,308.7,1.022,0,8.2e-01,1.0e+00,0.9696,3924,303,287,317,321,327,278
GENE-5722,NO,318,162,156,0.962,-0.1,8.2e-01,1.0e+00,0.9696,3925,110,180,196,175,138,155
GENE-12665,NO,8069.3,3955,4114.3,1.04,0.1,8.2e-01,1.0e+00,0.9696,3926,2681,4055,5129,4522,4287,3534
GENE-11120,NO,165.7,84,81.7,0.965,-0.1,8.3e-01,1.0e+00,0.9697,3927,107,73,72,75,75,95
GENE-7560,NO,30.3,14.7,15.7,1.06,0.1,8.3e-01,1.0e+00,0.9697,3928,14,11,19,18,9,20
GENE-868,NO,54,27.7,26.3,0.945,-0.1,8.3e-01,1.0e+00,0.9697,3929,27,25,31,16,41,22
GENE-17778,NO,195,99.7,95.3,0.95,-0.1,8.3e-01,1.0e+00,0.9697,3930,146,57,96,99,95,92
GENE-10515,NO,2089.7,1055,1034.7,0.981,0,8.3e-01,1.0e+00,0.9698,3932,1106,1001,1058,1021,1066,1017
GENE-10257,NO,546.3,298.7,247.7,0.831,-0.3,8.3e-01,1.0e+00,0.9702,3934,624,2,270,221,308,214
GENE-7030,NO,138,67.7,70.3,1.037,0.1,8.3e-01,1.0e+00,0.9702,3935,48,75,80,68,66,77
GENE-3723,NO,142,69.3,72.7,1.04,0.1,8.3e-01,1.0e+00,0.9702,3936,72,68,68,94,75,49
GENE-2358,NO,77.3,37.7,39.7,1.045,0.1,8.3e-01,1.0e+00,0.9702,3937,36,50,27,32,46,41
GENE-832,NO,4535.3,2298.3,2237,0.973,0,8.3e-01,1.0e+00,0.9702,3938,2170,2335,2390,2308,2618,1785
GENE-11972,NO,1159.3,586,573.3,0.978,0,8.3e-01,1.0e+00,0.9702,3939,551,642,565,586,617,517
GENE-15331,NO,1575.7,795.3,780.3,0.981,0,8.3e-01,1.0e+00,0.9702,3940,807,784,795,751,786,804
GENE-8566,NO,197.3,96.7,100.7,1.041,0.1,8.3e-01,1.0e+00,0.9704,3942,85,94,111,75,136,91
GENE-3405,NO,1114.3,605.7,508.7,0.84,-0.3,8.3e-01,1.0e+00,0.9704,3943,1542,251,24,399,501,626
GENE-10430,NO,426,216,210,0.972,0,8.3e-01,1.0e+00,0.9704,3944,206,261,181,195,210,225
GENE-3500,NO,26.7,13.7,13,0.945,-0.1,8.3e-01,1.0e+00,0.9704,3944,17,12,12,8,19,12
GENE-15885,NO,106.3,54,52.3,0.962,-0.1,8.3e-01,1.0e+00,0.9713,3949,65,51,46,66,40,51
GENE-13347,NO,286.7,145,141.7,0.975,0,8.3e-01,1.0e+00,0.9717,3952,165,131,139,158,137,130
GENE-8117,NO,1215.7,620,595.7,0.961,-0.1,8.3e-01,1.0e+00,0.9718,3953,539,683,638,842,445,500
GENE-360,NO,20,10.3,9.7,0.93,-0.1,8.3e-01,1.0e+00,0.9718,3954,11,4,16,11,8,10
GENE-12160,NO,1300,658,642,0.975,0,8.3e-01,1.0e+00,0.9719,3956,614,743,617,665,713,548
GENE-999,NO,619,306,313,1.023,0,8.3e-01,1.0e+00,0.972,3957,319,321,278,345,280,314
GENE-12190,NO,478,241.7,236.3,0.979,0,8.3e-01,1.0e+00,0.972,3958,218,253,254,244,238,227
GENE-15293,NO,80,38,42,1.098,0.1,8.3e-01,1.0e+00,0.972,3959,59,15,40,69,16,41
GENE-3445,NO,41,20,21,1.042,0.1,8.3e-01,1.0e+00,0.972,3960,15,18,27,22,20,21
GENE-162,NO,55,27,28,1.029,0,8.3e-01,1.0e+00,0.972,3961,27,29,25,28,26,30
GENE-9531,NO,246.3,121.7,124.7,1.023,0,8.3e-01,1.0e+00,0.972,3962,112,133,120,129,122,123
GENE-14919,NO,30,14.7,15.3,1.037,0.1,8.3e-01,1.0e+00,0.972,3963,13,15,16,15,18,13
GENE-808,NO,1387.3,704,683.3,0.971,0,8.3e-01,1.0e+00,0.972,3964,736,822,554,608,786,656
GENE-6687,NO,321.7,156,165.7,1.064,0.1,8.3e-01,1.0e+00,0.972,3965,251,104,113,226,111,160
GENE-15728,NO,225,111,114,1.026,0,8.3e-01,1.0e+00,0.972,3966,106,102,125,127,112,103
GENE-2617,NO,2384.7,1204,1180.7,0.981,0,8.3e-01,1.0e+00,0.972,3967,1263,1167,1182,1270,1115,1157
GENE-13532,NO,467.3,236.7,230.7,0.976,0,8.3e-01,1.0e+00,0.972,3968,245,225,240,269,200,223
GENE-9481,NO,1522.3,751.3,771,1.027,0,8.3e-01,1.0e+00,0.972,3969,810,669,775,650,744,919
GENE-19076,NO,227.3,115,112.3,0.976,0,8.3e-01,1.0e+00,0.972,3970,125,101,119,110,123,104
GENE-12175,NO,597,304.7,292.3,0.959,-0.1,8.3e-01,1.0e+00,0.972,3971,348,336,230,392,202,283
GENE-11746,NO,4527.7,2242.3,2285.3,1.019,0,8.3e-01,1.0e+00,0.972,3972,2390,2074,2263,2264,2273,2319
GENE-11556,NO,4719,2387.7,2331.3,0.976,0,8.4e-01,1.0e+00,0.972,3973,2077,2591,2495,2341,2624,2029
GENE-1691,NO,1939.3,955,984.3,1.03,0,8.4e-01,1.0e+00,0.972,3974,765,896,1204,1073,869,1011
GENE-9897,NO,61.7,31.3,30.3,0.962,-0.1,8.4e-01,1.0e+00,0.972,3975,26,26,42,31,26,34
GENE-1244,NO,396.7,202,194.7,0.963,-0.1,8.4e-01,1.0e+00,0.972,3976,252,190,164,155,176,253
GENE-14000,NO,443,218,225,1.032,0,8.4e-01,1.0e+00,0.972,3977,198,261,195,189,280,206
GENE-13896,NO,199,100.7,98.3,0.976,0,8.4e-01,1.0e+00,0.972,3978,107,103,92,90,109,96
GENE-17094,NO,474,234.3,239.7,1.023,0,8.4e-01,1.0e+00,0.972,3979,221,217,265,243,253,223
GENE-15172,NO,4587.3,2317,2270.3,0.98,0,8.4e-01,1.0e+00,0.9721,3980,2388,2194,2369,2042,2287,2482
GENE-15823,NO,188.3,95.3,93,0.975,0,8.4e-01,1.0e+00,0.9722,3981,101,89,96,80,99,100
GENE-13027,NO,249,122.3,126.7,1.033,0,8.4e-01,1.0e+00,0.9729,3985,127,150,90,132,111,137
GENE-13791,NO,65.3,32,33.3,1.034,0,8.4e-01,1.0e+00,0.9729,3986,25,38,33,37,32,31
GENE-2732,NO,93.7,46,47.7,1.029,0,8.4e-01,1.0e+00,0.9731,3988,47,49,42,43,44,56
GENE-17567,NO,451.7,229.3,222.3,0.97,0,8.4e-01,1.0e+00,0.9731,3989,290,177,221,239,226,202
GENE-12937,NO,3229.3,1646,1583.3,0.962,-0.1,8.4e-01,1.0e+00,0.9733,3990,1475,1327,2136,2103,1299,1348
GENE-6416,NO,99.7,49,50.7,1.026,0,8.4e-01,1.0e+00,0.9733,3991,44,55,48,48,50,54
GENE-19680,NO,3976,1964.7,2011.3,1.024,0,8.4e-01,1.0e+00,0.974,3995,1650,2182,2062,2217,1842,1975
GENE-15633,NO,166.3,84,82.3,0.977,0,8.4e-01,1.0e+00,0.974,3996,92,78,82,87,77,83
GENE-6378,NO,91.7,44.7,47,1.045,0.1,8.4e-01,1.0e+00,0.974,3997,35,33,66,42,47,52
GENE-10223,NO,26.3,12.7,13.7,1.07,0.1,8.4e-01,1.0e+00,0.9744,4000,9,11,18,7,22,12
GENE-5863,NO,109.7,52.7,57,1.075,0.1,8.4e-01,1.0e+00,0.9745,4001,28,40,90,55,33,83
GENE-18553,NO,77,39.3,37.7,0.951,-0.1,8.4e-01,1.0e+00,0.9746,4003,50,24,44,25,43,45
GENE-14035,NO,451,221.3,229.7,1.036,0.1,8.4e-01,1.0e+00,0.9746,4004,166,255,243,224,287,178
GENE-8644,NO,523.3,256,267.3,1.045,0.1,8.4e-01,1.0e+00,0.9746,4004,296,145,327,235,253,314
GENE-7216,NO,310,152.7,157.3,1.027,0,8.4e-01,1.0e+00,0.9746,4005,168,171,119,152,150,170
GENE-4729,NO,47,23,24,1.036,0.1,8.4e-01,1.0e+00,0.9746,4006,23,18,28,22,22,28
GENE-14570,NO,496,253,243,0.962,-0.1,8.4e-01,1.0e+00,0.9746,4007,239,201,319,332,204,193
GENE-19313,NO,163,82.3,80.7,0.977,0,8.4e-01,1.0e+00,0.9748,4009,86,85,76,71,89,82
GENE-10982,NO,4009.3,2026.3,1983,0.979,0,8.4e-01,1.0e+00,0.9748,4010,2200,2092,1787,2109,2078,1762
GENE-1955,NO,62.7,30.7,32,1.036,0.1,8.4e-01,1.0e+00,0.9748,4011,34,22,36,32,28,36
GENE-2513,NO,2160.3,1103.7,1056.7,0.958,-0.1,8.4e-01,1.0e+00,0.9748,4012,1260,1314,737,1447,790,933
GENE-16641,NO,340.3,172,168.3,0.975,0,8.4e-01,1.0e+00,0.9748,4013,179,152,185,148,197,160
GENE-11367,NO,947.7,460,487.7,1.06,0.1,8.4e-01,1.0e+00,0.9748,4014,358,404,618,769,254,440
GENE-3915,NO,433.3,214.3,219,1.022,0,8.4e-01,1.0e+00,0.9748,4015,207,233,203,218,194,245
GENE-13785,NO,186,91,95,1.037,0.1,8.4e-01,1.0e+00,0.9748,4016,124,72,77,80,97,108
GENE-3953,NO,2625.7,1248.3,1377.3,1.103,0.1,8.4e-01,1.0e+00,0.9748,4017,285,1247,2213,798,2227,1107
GENE-18214,NO,339,166.7,172.3,1.035,0,8.4e-01,1.0e+00,0.9748,4018,178,170,152,181,117,219
GENE-6522,NO,231.7,114.3,117.3,1.025,0,8.4e-01,1.0e+00,0.9748,4019,101,111,131,132,109,111
GENE-14530,NO,70.7,36.3,34.3,0.938,-0.1,8.4e-01,1.0e+00,0.9748,4020,17,59,33,23,38,42
GENE-19430,NO,224.7,110.7,114,1.029,0,8.4e-01,1.0e+00,0.9748,4021,94,126,112,98,106,138
GENE-1180,NO,39.7,19.3,20.3,1.044,0.1,8.5e-01,1.0e+00,0.9748,4022,12,22,24,23,18,20
GENE-2818,NO,34,16.7,17.3,1.032,0,8.5e-01,1.0e+00,0.9748,4023,18,17,15,20,16,16
GENE-4471,NO,47.7,24.3,23.3,0.953,-0.1,8.5e-01,1.0e+00,0.9748,4024,26,14,33,18,28,24
GENE-15907,NO,43.7,21.3,22.3,1.039,0.1,8.5e-01,1.0e+00,0.9748,4025,26,15,23,25,18,24
GENE-18179,NO,144.7,73.7,71,0.961,-0.1,8.5e-01,1.0e+00,0.9748,4026,71,98,52,91,63,59
GENE-689,NO,749.3,379.7,369.7,0.974,0,8.5e-01,1.0e+00,0.9748,4027,420,382,337,293,385,431
GENE-5729,NO,3337,1682.3,1654.7,0.983,0,8.5e-01,1.0e+00,0.9748,4028,1715,1641,1691,1726,1592,1646
GENE-19118,NO,274.3,135.7,138.7,1.02,0,8.5e-01,1.0e+00,0.9748,4029,140,133,134,139,129,148
GENE-16029,NO,890,439,451,1.026,0,8.5e-01,1.0e+00,0.9748,4030,462,357,498,463,377,513
GENE-7392,NO,276.7,143.7,133,0.922,-0.1,8.5e-01,1.0e+00,0.9748,4031,129,57,245,131,207,61
GENE-14747,NO,176.3,89,87.3,0.978,0,8.5e-01,1.0e+00,0.9748,4032,79,95,93,79,93,90
GENE-13855,NO,7259.3,3585.3,3674,1.025,0,8.5e-01,1.0e+00,0.9748,4033,3554,3813,3389,4261,2860,3901
GENE-11908,NO,896.7,443.7,453,1.02,0,8.5e-01,1.0e+00,0.9748,4034,408,452,471,432,415,512
GENE-8515,NO,247,126.7,120.3,0.948,-0.1,8.5e-01,1.0e+00,0.9748,4035,143,107,130,145,162,54
GENE-9208,NO,225,114,111,0.972,0,8.5e-01,1.0e+00,0.9748,4036,95,108,139,117,122,94
GENE-18549,NO,22704,11204,11500,1.026,0,8.5e-01,1.0e+00,0.9748,4037,13025,10210,10377,14192,9879,10429
GENE-13445,NO,2938.3,1502.7,1435.7,0.956,-0.1,8.5e-01,1.0e+00,0.9748,4038,2232,894,1382,1156,1447,1704
GENE-1909,NO,200.3,101.7,98.7,0.97,0,8.5e-01,1.0e+00,0.9748,4039,115,90,100,112,112,72
GENE-2381,NO,364.7,180.3,184.3,1.02,0,8.5e-01,1.0e+00,0.9748,4040,188,174,179,175,207,171
GENE-7537,NO,321.3,158.7,162.7,1.024,0,8.5e-01,1.0e+00,0.9748,4040,157,162,157,191,164,133
GENE-2412,NO,80.7,40.7,40,0.977,0,8.5e-01,1.0e+00,0.9748,4041,43,40,39,44,38,38
GENE-11649,NO,971,477,494,1.036,0.1,8.5e-01,1.0e+00,0.9748,4042,442,392,597,473,362,647
GENE-646,NO,609.7,302,307.7,1.02,0,8.5e-01,1.0e+00,0.9748,4043,269,341,296,308,317,298
